InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Date,Year,Month,Day,DayOfWeek,Hour,IsWeekend,TotalSales,InvoiceNo_encoded,StockCode_encoded,Description_encoded,CustomerID_encoded,Country_encoded,Date_encoded
561295,21245,GREEN POLKADOT PLATE ,96,2011-07-26 12:28:00,1.45,15311.0,United Kingdom,2011-07-26,2011,7,26,1,12,0,139.2,2215,217,698,873,27,188
561222,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-07-26 09:27:00,0.42,13588.0,United Kingdom,2011-07-26,2011,7,26,1,9,0,10.5,2212,295,554,371,27,188
561220,21787,RAIN PONCHO RETROSPOT,24,2011-07-26 09:20:00,0.85,17734.0,United Kingdom,2011-07-26,2011,7,26,1,9,0,20.4,2211,406,1237,1565,27,188
561247,23212,HEART WREATH DECORATION WITH BELL,12,2011-07-26 11:38:00,1.25,16592.0,United Kingdom,2011-07-26,2011,7,26,1,11,0,15.0,2213,1283,764,1231,27,188
C561319,22609,PENS ASSORTED SPACEBALL,-3,2011-07-26 12:43:00,0.20960000000000006,15106.0,United Kingdom,2011-07-26,2011,7,26,1,12,0,-6.84,3686,877,1129,814,27,188
561388,23244,ROUND STORAGE TIN VINTAGE LEAF,48,2011-07-27 09:32:00,1.65,12753.0,Japan,2011-07-27,2011,7,27,2,9,0,79.19999999999999,2223,1303,1376,133,16,189
561515,22317,FIVE CATS HANGING DECORATION,1,2011-07-27 15:16:00,5.79,Unknown,United Kingdom,2011-07-27,2011,7,27,2,15,0,5.79,2232,679,590,1705,27,189
561387,21935,SUKI  SHOULDER BAG,10,2011-07-27 09:22:00,1.65,13824.0,United Kingdom,2011-07-27,2011,7,27,2,9,0,16.5,2222,480,1626,435,27,189
561507,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2011-07-27 14:21:00,1.95,12397.0,Belgium,2011-07-27,2011,7,27,2,14,0,11.7,2229,567,606,16,1,189
561488,21936,RED RETROSPOT PICNIC BAG,5,2011-07-27 13:51:00,2.95,16609.0,United Kingdom,2011-07-27,2011,7,27,2,13,0,14.75,2228,481,1288,1235,27,189
561390,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-27 09:52:00,2.08,17068.0,United Kingdom,2011-07-27,2011,7,27,2,9,0,20.8,2224,1274,826,1366,27,189
561513,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2011-07-27 15:12:00,0.83,Unknown,United Kingdom,2011-07-27,2011,7,27,2,15,0,0.83,2230,821,932,1705,27,189
561519,23266,SET OF 3 WOODEN STOCKING DECORATION,3,2011-07-27 17:01:00,1.25,17870.0,United Kingdom,2011-07-27,2011,7,27,2,17,0,3.75,2233,1317,1454,1608,27,189
561513,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-07-27 15:12:00,5.79,Unknown,United Kingdom,2011-07-27,2011,7,27,2,15,0,5.79,2230,1461,1443,1705,27,189
561474,20724,RED RETROSPOT CHARLOTTE BAG,20,2011-07-27 13:18:00,0.85,14680.0,United Kingdom,2011-07-27,2011,7,27,2,13,0,17.0,2226,70,1280,689,27,189
561388,22899,CHILDREN'S APRON DOLLY GIRL ,50,2011-07-27 09:32:00,1.85,12753.0,Japan,2011-07-27,2011,7,27,2,9,0,92.5,2223,1073,319,133,16,189
561514,85176,SEWING SUSAN 21 NEEDLE SET,12,2011-07-27 15:14:00,0.85,14331.0,United Kingdom,2011-07-27,2011,7,27,2,15,0,10.2,2231,1778,1539,587,27,189
561466,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,6,2011-07-27 12:50:00,1.25,17243.0,United Kingdom,2011-07-27,2011,7,27,2,12,0,7.5,2225,997,689,1417,27,189
561485,46000R,POLYESTER FILLER PAD 45x30cm,1,2011-07-27 13:42:00,1.45,17841.0,United Kingdom,2011-07-27,2011,7,27,2,13,0,1.45,2227,1502,1212,1599,27,189
561513,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1,2011-07-27 15:12:00,0.83,Unknown,United Kingdom,2011-07-27,2011,7,27,2,15,0,0.83,2230,819,928,1705,27,189
561507,22492,MINI PAINT SET VINTAGE ,36,2011-07-27 14:21:00,0.65,12397.0,Belgium,2011-07-27,2011,7,27,2,14,0,23.400000000000002,2229,795,971,16,1,189
561615,23252,VINTAGE RED ENAMEL TRIM JUG ,4,2011-07-28 12:57:00,3.75,13319.0,United Kingdom,2011-07-28,2011,7,28,3,12,0,15.0,2238,1309,1742,296,27,190
C561598,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-07-28 11:27:00,4.95,13109.0,United Kingdom,2011-07-28,2011,7,28,3,11,0,-4.95,3689,574,1338,229,27,190
561661,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,2011-07-28 16:21:00,2.55,12743.0,Unspecified,2011-07-28,2011,7,28,3,16,0,5.1,2245,872,1472,129,28,190
561653,16259,PIECE OF CAMO STATIONERY SET,100,2011-07-28 15:55:00,0.20960000000000006,14002.0,United Kingdom,2011-07-28,2011,7,28,3,15,0,8.64,2244,29,1140,479,27,190
561534,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-07-28 09:45:00,1.69,14307.0,United Kingdom,2011-07-28,2011,7,28,3,9,0,13.52,2234,1678,109,582,27,190
561678,20718,RED RETROSPOT SHOPPER BAG,1,2011-07-28 18:33:00,1.25,17931.0,United Kingdom,2011-07-28,2011,7,28,3,18,0,1.25,2246,67,1292,1621,27,190
561610,22317,FIVE CATS HANGING DECORATION,6,2011-07-28 12:28:00,2.95,16076.0,United Kingdom,2011-07-28,2011,7,28,3,12,0,17.700000000000003,2237,679,590,1094,27,190
561600,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2011-07-28 11:29:00,0.55,15861.0,United Kingdom,2011-07-28,2011,7,28,3,11,0,1.1,2235,490,1067,1029,27,190
561651,22297,HEART IVORY TRELLIS SMALL,1,2011-07-28 15:36:00,2.46,Unknown,United Kingdom,2011-07-28,2011,7,28,3,15,0,2.46,2243,668,757,1705,27,190
561626,22383,LUNCH BAG SUKI DESIGN ,2,2011-07-28 14:03:00,1.65,14898.0,United Kingdom,2011-07-28,2011,7,28,3,14,0,3.3,2240,724,919,754,27,190
561601,23178,JAM CLOCK MAGNET,6,2011-07-28 11:35:00,2.89,18151.0,United Kingdom,2011-07-28,2011,7,28,3,11,0,17.34,2236,1253,811,1670,27,190
561642,23236,DOILEY STORAGE TIN,2,2011-07-28 15:04:00,2.89,17965.0,United Kingdom,2011-07-28,2011,7,28,3,15,0,5.78,2242,1295,451,1628,27,190
561625,21403,BLUE EGG  SPOON,24,2011-07-28 14:03:00,0.20960000000000006,16843.0,United Kingdom,2011-07-28,2011,7,28,3,14,0,2.88,2239,265,190,1316,27,190
561631,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-07-28 14:27:00,1.25,14911.0,EIRE,2011-07-28,2011,7,28,3,14,0,15.0,2241,1123,650,757,6,190
C561594,23251,VINTAGE RED ENAMEL TRIM MUG ,-3,2011-07-28 11:22:00,1.25,17671.0,United Kingdom,2011-07-28,2011,7,28,3,11,0,-7.960999999999998,3688,1308,1743,1539,27,190
561642,47566,PARTY BUNTING,3,2011-07-28 15:04:00,4.95,17965.0,United Kingdom,2011-07-28,2011,7,28,3,15,0,14.850000000000001,2242,1515,1106,1628,27,190
561804,37340,MULTICOLOUR SPRING FLOWER MUG,48,2011-07-29 14:40:00,0.39,14191.0,United Kingdom,2011-07-29,2011,7,29,4,14,0,18.72,2256,1484,999,541,27,191
561819,21259,VICTORIAN SEWING BOX SMALL ,2,2011-07-29 15:59:00,5.95,13928.0,United Kingdom,2011-07-29,2011,7,29,4,15,0,11.9,2258,223,1713,462,27,191
561714,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-07-29 11:56:00,2.95,18081.0,United Kingdom,2011-07-29,2011,7,29,4,11,0,17.700000000000003,2250,940,1366,1650,27,191
561750,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-07-29 12:18:00,1.25,16945.0,United Kingdom,2011-07-29,2011,7,29,4,12,0,15.0,2251,210,1616,1341,27,191
561801,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-07-29 14:14:00,1.25,12981.0,United Kingdom,2011-07-29,2011,7,29,4,14,0,15.0,2254,1144,1475,192,27,191
561693,22606,WOODEN SKITTLES GARDEN SET,1,2011-07-29 09:48:00,15.95,15120.0,United Kingdom,2011-07-29,2011,7,29,4,9,0,15.95,2249,874,1815,821,27,191
561773,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-07-29 12:41:00,2.08,17841.0,United Kingdom,2011-07-29,2011,7,29,4,12,0,4.16,2252,1300,1690,1599,27,191
561690,21990,MODERN FLORAL STATIONERY SET,12,2011-07-29 09:11:00,1.25,13875.0,United Kingdom,2011-07-29,2011,7,29,4,9,0,15.0,2247,502,986,448,27,191
561859,22997,TRAVEL CARD WALLET UNION JACK,72,2011-07-29 17:19:00,0.42,17750.0,United Kingdom,2011-07-29,2011,7,29,4,17,0,30.24,2260,1148,1684,1569,27,191
561807,23287,RED VINTAGE SPOT BEAKER,8,2011-07-29 15:02:00,0.85,17491.0,United Kingdom,2011-07-29,2011,7,29,4,15,0,6.8,2257,1330,1310,1488,27,191
561803,22434,BALLOON PUMP WITH 10 BALLOONS,8,2011-07-29 14:39:00,1.95,17926.0,United Kingdom,2011-07-29,2011,7,29,4,14,0,15.6,2255,755,138,1620,27,191
561692,22191,IVORY DINER WALL CLOCK,2,2011-07-29 09:48:00,8.5,14143.0,United Kingdom,2011-07-29,2011,7,29,4,9,0,17.0,2248,607,797,525,27,191
561795,21207,SKULL AND CROSSBONES  GARLAND ,12,2011-07-29 13:28:00,1.65,12716.0,France,2011-07-29,2011,7,29,4,13,0,19.799999999999997,2253,199,1561,122,9,191
561804,22386,JUMBO BAG PINK POLKADOT,10,2011-07-29 14:40:00,2.08,14191.0,United Kingdom,2011-07-29,2011,7,29,4,14,0,20.8,2256,727,830,541,27,191
561820,15044A,PINK PAPER PARASOL ,1,2011-07-29 16:00:00,5.79,Unknown,United Kingdom,2011-07-29,2011,7,29,4,16,0,5.79,2259,8,1176,1705,27,191
561820,20997,ROSE DU SUD CUSHION COVER ,1,2011-07-29 16:00:00,4.13,Unknown,United Kingdom,2011-07-29,2011,7,29,4,16,0,4.13,2259,122,1363,1705,27,191
561902,22952,60 CAKE CASES VINTAGE CHRISTMAS,100,2011-07-31 15:50:00,0.55,17404.0,Sweden,2011-07-31,2011,7,31,6,15,1,132.0,2272,1112,64,1467,24,192
561900,22730,ALARM CLOCK BAKELIKE IVORY,3,2011-07-31 15:31:00,3.75,16655.0,United Kingdom,2011-07-31,2011,7,31,6,15,1,11.25,2271,964,82,1247,27,192
561877,22557,PLASTERS IN TIN VINTAGE PAISLEY ,4,2011-07-31 12:16:00,1.65,16401.0,United Kingdom,2011-07-31,2011,7,31,6,12,1,6.6,2265,837,1201,1185,27,192
561894,84731,3 BIRDS CANVAS SCREEN,1,2011-07-31 15:00:00,0.39,14456.0,United Kingdom,2011-07-31,2011,7,31,6,15,1,0.39,2269,1658,21,623,27,192
561893,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2011-07-31 14:39:00,2.95,12942.0,United Kingdom,2011-07-31,2011,7,31,6,14,1,2.95,2268,688,1373,183,27,192
561893,22894,TABLECLOTH RED APPLES DESIGN ,1,2011-07-31 14:39:00,9.95,12942.0,United Kingdom,2011-07-31,2011,7,31,6,14,1,9.95,2268,1068,1646,183,27,192
561862,22526,WHEELBARROW FOR CHILDREN ,1,2011-07-31 10:38:00,12.75,15569.0,United Kingdom,2011-07-31,2011,7,31,6,10,1,12.75,2261,817,1769,942,27,192
561877,22346,PARTY PIZZA DISH GREEN POLKADOT,12,2011-07-31 12:16:00,0.85,16401.0,United Kingdom,2011-07-31,2011,7,31,6,12,1,10.2,2265,699,1119,1185,27,192
561865,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,64,2011-07-31 10:47:00,2.55,15569.0,United Kingdom,2011-07-31,2011,7,31,6,10,1,163.2,2262,100,1527,942,27,192
561885,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-07-31 13:13:00,2.55,15532.0,United Kingdom,2011-07-31,2011,7,31,6,13,1,22.95,2267,156,546,932,27,192
561900,81950B,FLOWER BLUE CLOCK WITH SUCKER,1,2011-07-31 15:31:00,0.29,16655.0,United Kingdom,2011-07-31,2011,7,31,6,15,1,0.29,2271,1571,595,1247,27,192
561884,23147,SINGLE ANTIQUE ROSE HOOK IVORY,1,2011-07-31 13:07:00,1.45,15453.0,United Kingdom,2011-07-31,2011,7,31,6,13,1,1.45,2266,1225,1558,906,27,192
561898,21682,LARGE MEDINA STAMPED METAL BOWL ,4,2011-07-31 15:25:00,4.95,12456.0,Switzerland,2011-07-31,2011,7,31,6,15,1,19.8,2270,362,873,36,25,192
561873,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-07-31 11:48:00,0.55,13316.0,United Kingdom,2011-07-31,2011,7,31,6,11,1,0.55,2263,492,1069,294,27,192
561876,22296,HEART IVORY TRELLIS LARGE,3,2011-07-31 12:08:00,1.65,14472.0,United Kingdom,2011-07-31,2011,7,31,6,12,1,4.949999999999999,2264,667,756,629,27,192
561893,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-07-31 14:39:00,2.08,12942.0,United Kingdom,2011-07-31,2011,7,31,6,14,1,2.08,2268,736,842,183,27,192
562031,20717,STRAWBERRY SHOPPER BAG,6,2011-08-01 17:37:00,1.25,16984.0,United Kingdom,2011-08-01,2011,8,1,0,17,0,7.5,2280,66,1623,1347,27,193
562024,23347,I LOVE LONDON BEAKER,1,2011-08-01 16:07:00,2.46,Unknown,United Kingdom,2011-08-01,2011,8,1,0,16,0,2.46,2279,1375,791,1705,27,193
561911,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2011-08-01 10:26:00,1.25,12534.0,Germany,2011-08-01,2011,8,1,0,10,0,15.0,2274,355,212,60,10,193
561926,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-08-01 12:48:00,4.15,12749.0,United Kingdom,2011-08-01,2011,8,1,0,12,0,24.900000000000002,2278,1299,1467,132,27,193
561907,22984,CARD GINGHAM ROSE ,12,2011-08-01 10:08:00,0.42,14060.0,United Kingdom,2011-08-01,2011,8,1,0,10,0,5.04,2273,1137,274,499,27,193
562031,23184,BULL DOG BOTTLE OPENER,2,2011-08-01 17:37:00,4.95,16984.0,United Kingdom,2011-08-01,2011,8,1,0,17,0,9.9,2280,1257,242,1347,27,193
561922,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-08-01 12:12:00,6.95,13167.0,United Kingdom,2011-08-01,2011,8,1,0,12,0,13.9,2277,1575,1796,247,27,193
562031,22674,FRENCH TOILET SIGN BLUE METAL,2,2011-08-01 17:37:00,1.25,16984.0,United Kingdom,2011-08-01,2011,8,1,0,17,0,2.5,2280,926,627,1347,27,193
561926,23226,FILIGREE HEART DAISY WHITE,24,2011-08-01 12:48:00,1.25,12749.0,United Kingdom,2011-08-01,2011,8,1,0,12,0,30.0,2278,1288,587,132,27,193
562024,23292,SPACEBOY CHILDRENS CUP,2,2011-08-01 16:07:00,2.46,Unknown,United Kingdom,2011-08-01,2011,8,1,0,16,0,4.92,2279,1333,1601,1705,27,193
562024,21219,SET/4 BADGES BALLOON GIRL,1,2011-08-01 16:07:00,2.46,Unknown,United Kingdom,2011-08-01,2011,8,1,0,16,0,2.46,2279,207,1517,1705,27,193
561907,21982,PACK OF 12 SUKI TISSUES ,24,2011-08-01 10:08:00,0.29,14060.0,United Kingdom,2011-08-01,2011,8,1,0,10,0,6.959999999999999,2273,495,1050,499,27,193
561907,22547,MINI JIGSAW DINOSAUR ,24,2011-08-01 10:08:00,0.42,14060.0,United Kingdom,2011-08-01,2011,8,1,0,10,0,10.08,2273,829,963,499,27,193
562024,23286,BLUE VINTAGE SPOT BEAKER,3,2011-08-01 16:07:00,1.63,Unknown,United Kingdom,2011-08-01,2011,8,1,0,16,0,4.89,2279,1329,216,1705,27,193
561917,21054,NURSE'S BAG SOFT TOY,1,2011-08-01 11:57:00,8.95,16904.0,United Kingdom,2011-08-01,2011,8,1,0,11,0,8.95,2276,134,1017,1329,27,193
561912,22649,STRAWBERRY FAIRY CAKE TEAPOT,2,2011-08-01 11:08:00,4.95,13184.0,United Kingdom,2011-08-01,2011,8,1,0,11,0,9.9,2275,906,1619,252,27,193
562046,21205,MULTICOLOUR 3D BALLS GARLAND,6,2011-08-02 10:34:00,2.55,12378.0,Switzerland,2011-08-02,2011,8,2,1,10,0,15.299999999999999,2286,197,997,10,25,194
562113,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,1,2011-08-02 16:11:00,5.79,Unknown,United Kingdom,2011-08-02,2011,8,2,1,16,0,5.79,2291,975,937,1705,27,194
562101,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-08-02 14:04:00,2.95,13850.0,United Kingdom,2011-08-02,2011,8,2,1,14,0,17.700000000000003,2289,1081,1096,440,27,194
562093,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,18,2011-08-02 12:59:00,1.85,13777.0,United Kingdom,2011-08-02,2011,8,2,1,12,0,33.300000000000004,2288,1728,54,423,27,194
562037,22617,BAKING SET SPACEBOY DESIGN,3,2011-08-02 09:34:00,4.95,13023.0,United Kingdom,2011-08-02,2011,8,2,1,9,0,14.850000000000001,2283,883,137,209,27,194
562034,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,2011-08-02 09:14:00,4.15,12449.0,Belgium,2011-08-02,2011,8,2,1,9,0,24.900000000000002,2281,1299,1467,33,1,194
562043,85132C,CHARLIE AND LOLA FIGURES TINS,12,2011-08-02 10:19:00,1.95,15342.0,United Kingdom,2011-08-02,2011,8,2,1,10,0,23.4,2285,1766,300,878,27,194
562101,20719,WOODLAND CHARLOTTE BAG,10,2011-08-02 14:04:00,0.85,13850.0,United Kingdom,2011-08-02,2011,8,2,1,14,0,8.5,2289,68,1820,440,27,194
562034,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-08-02 09:14:00,9.95,12449.0,Belgium,2011-08-02,2011,8,2,1,9,0,9.95,2281,205,1291,33,1,194
562113,85087,CANDY SPOT CUSHION COVER,1,2011-08-02 16:11:00,3.29,Unknown,United Kingdom,2011-08-02,2011,8,2,1,16,0,3.29,2291,1750,266,1705,27,194
562035,22617,BAKING SET SPACEBOY DESIGN,3,2011-08-02 09:29:00,4.95,12627.0,Germany,2011-08-02,2011,8,2,1,9,0,14.850000000000001,2282,883,137,91,10,194
562046,22779,WOODEN OWLS LIGHT GARLAND ,4,2011-08-02 10:34:00,4.25,12378.0,Switzerland,2011-08-02,2011,8,2,1,10,0,17.0,2286,1002,1810,10,25,194
562106,78034B,BLUE NETTING STORAGE HANGER,1,2011-08-02 15:19:00,1.95,14076.0,United Kingdom,2011-08-02,2011,8,2,1,15,0,1.95,2290,1564,196,503,27,194
562114,84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,2011-08-02 16:14:00,2.46,Unknown,United Kingdom,2011-08-02,2011,8,2,1,16,0,2.46,2292,1638,1036,1705,27,194
562087,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2011-08-02 12:31:00,4.95,14606.0,United Kingdom,2011-08-02,2011,8,2,1,12,0,4.95,2287,574,1338,673,27,194
562042,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,2011-08-02 10:19:00,1.45,13075.0,United Kingdom,2011-08-02,2011,8,2,1,10,0,17.4,2284,489,1459,216,27,194
562269,23236,DOILEY STORAGE TIN,2,2011-08-03 16:35:00,2.89,14056.0,United Kingdom,2011-08-03,2011,8,3,2,16,0,5.78,2305,1295,451,497,27,195
562218,21790,VINTAGE SNAP CARDS,12,2011-08-03 14:07:00,0.85,13851.0,United Kingdom,2011-08-03,2011,8,3,2,14,0,10.2,2303,408,1749,441,27,195
562156,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-08-03 11:35:00,3.75,14401.0,United Kingdom,2011-08-03,2011,8,3,2,11,0,15.0,2297,1497,544,602,27,195
562201,21627,ELEPHANT CARNIVAL POUFFE,1,2011-08-03 12:31:00,14.95,14527.0,United Kingdom,2011-08-03,2011,8,3,2,12,0,14.95,2301,339,515,647,27,195
562200,22193,RED DINER WALL CLOCK,2,2011-08-03 12:21:00,8.5,17719.0,United Kingdom,2011-08-03,2011,8,3,2,12,0,17.0,2300,609,1258,1557,27,195
562145,21907,I'M ON HOLIDAY METAL SIGN,12,2011-08-03 10:45:00,2.1,17656.0,United Kingdom,2011-08-03,2011,8,3,2,10,0,25.200000000000003,2295,462,792,1536,27,195
562129,48188,DOORMAT WELCOME PUPPIES,6,2011-08-03 09:09:00,7.95,13186.0,United Kingdom,2011-08-03,2011,8,3,2,9,0,47.7,2294,1538,479,253,27,195
562173,22189,CREAM HEART CARD HOLDER,3,2011-08-03 12:12:00,3.95,14530.0,United Kingdom,2011-08-03,2011,8,3,2,12,0,11.850000000000001,2299,605,405,649,27,195
562145,22508,DOORSTOP RETROSPOT HEART,4,2011-08-03 10:45:00,3.75,17656.0,United Kingdom,2011-08-03,2011,8,3,2,10,0,15.0,2295,806,483,1536,27,195
562162,23297,SET 40 HEART SHAPE PETIT FOUR CASES,2,2011-08-03 12:03:00,1.65,12841.0,United Kingdom,2011-08-03,2011,8,3,2,12,0,3.3,2298,1338,1417,158,27,195
562128,23298,SPOTTY BUNTING,3,2011-08-03 09:07:00,4.95,16150.0,United Kingdom,2011-08-03,2011,8,3,2,9,0,14.850000000000001,2293,1339,1607,1117,27,195
562156,85230E,STRAWBRY SCENTED VOTIVE CANDLE,24,2011-08-03 11:35:00,0.29,14401.0,United Kingdom,2011-08-03,2011,8,3,2,11,0,6.959999999999999,2297,1799,1624,602,27,195
562264,22083,PAPER CHAIN KIT RETROSPOT,5,2011-08-03 16:14:00,5.79,Unknown,United Kingdom,2011-08-03,2011,8,3,2,16,0,28.95,2304,539,1095,1705,27,195
562269,23309,SET OF 60 I LOVE LONDON CAKE CASES ,9,2011-08-03 16:35:00,0.55,14056.0,United Kingdom,2011-08-03,2011,8,3,2,16,0,4.95,2305,1346,1497,497,27,195
562210,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-08-03 13:10:00,0.55,13486.0,United Kingdom,2011-08-03,2011,8,3,2,13,0,13.200000000000001,2302,1710,67,338,27,195
562150,85185B,PINK HORSE SOCK PUPPET,6,2011-08-03 10:49:00,2.95,14132.0,United Kingdom,2011-08-03,2011,8,3,2,10,0,17.700000000000003,2296,1785,1169,522,27,195
562427,84875B,GREEN SQUARE COMPACT MIRROR,1,2011-08-04 17:19:00,1.25,17267.0,United Kingdom,2011-08-04,2011,8,4,3,17,0,1.25,2317,1675,701,1427,27,196
562417,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2011-08-04 16:32:00,5.79,Unknown,United Kingdom,2011-08-04,2011,8,4,3,16,0,5.79,2315,541,1092,1705,27,196
562341,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,6,2011-08-04 12:13:00,0.65,15005.0,United Kingdom,2011-08-04,2011,8,4,3,12,0,3.9000000000000004,2308,1632,547,781,27,196
562381,22348,TEA BAG PLATE RED RETROSPOT,24,2011-08-04 15:33:00,0.85,16873.0,United Kingdom,2011-08-04,2011,8,4,3,15,0,20.4,2314,700,1647,1320,27,196
562420,22620,4 TRADITIONAL SPINNING TOPS,1,2011-08-04 16:38:00,2.46,Unknown,United Kingdom,2011-08-04,2011,8,4,3,16,0,2.46,2316,884,50,1705,27,196
562420,22615,PACK OF 12 CIRCUS PARADE TISSUES ,1,2011-08-04 16:38:00,0.83,Unknown,United Kingdom,2011-08-04,2011,8,4,3,16,0,0.83,2316,881,1037,1705,27,196
562286,22629,SPACEBOY LUNCH BOX ,24,2011-08-04 10:45:00,1.65,15061.0,United Kingdom,2011-08-04,2011,8,4,3,10,0,39.599999999999994,2306,893,1604,802,27,196
C562375,22980,PANTRY SCRUBBING BRUSH,-3,2011-08-04 14:46:00,1.45,14911.0,EIRE,2011-08-04,2011,8,4,3,14,0,-7.960999999999998,3690,1134,1086,757,6,196
562365,22737,RIBBON REEL CHRISTMAS PRESENT ,2,2011-08-04 13:51:00,1.65,14344.0,United Kingdom,2011-08-04,2011,8,4,3,13,0,3.3,2310,969,1342,592,27,196
562371,22652,TRAVEL SEWING KIT,10,2011-08-04 14:30:00,1.65,13709.0,United Kingdom,2011-08-04,2011,8,4,3,14,0,16.5,2312,909,1686,399,27,196
562445,POST,POSTAGE,3,2011-08-04 18:51:00,18.0,12417.0,Belgium,2011-08-04,2011,8,4,3,18,0,54.0,2318,1856,1223,25,1,196
562380,23133,LARGE IVORY HEART WALL ORGANISER,8,2011-08-04 15:23:00,7.05,14778.0,United Kingdom,2011-08-04,2011,8,4,3,15,0,56.4,2313,1220,872,725,27,196
562339,21090,SET/6 COLLAGE PAPER PLATES,6,2011-08-04 11:59:00,0.39,13571.0,United Kingdom,2011-08-04,2011,8,4,3,11,0,2.34,2307,152,1530,366,27,196
562417,22983,CARD BILLBOARD FONT,2,2011-08-04 16:32:00,0.83,Unknown,United Kingdom,2011-08-04,2011,8,4,3,16,0,1.66,2315,1136,268,1705,27,196
562347,22116,METAL SIGN HIS DINNER IS SERVED,1,2011-08-04 12:22:00,0.79,13263.0,United Kingdom,2011-08-04,2011,8,4,3,12,0,0.79,2309,560,952,278,27,196
562369,85053,FRENCH ENAMEL CANDLEHOLDER,6,2011-08-04 14:12:00,2.1,17584.0,United Kingdom,2011-08-04,2011,8,4,3,14,0,12.600000000000001,2311,1739,616,1512,27,196
562528,16161P,WRAP ENGLISH ROSE ,25,2011-08-05 13:52:00,0.42,12610.0,Italy,2011-08-05,2011,8,5,4,13,0,10.5,2321,19,1832,87,15,197
562558,22505,MEMO BOARD COTTAGE DESIGN,2,2011-08-05 16:43:00,4.95,13451.0,United Kingdom,2011-08-05,2011,8,5,4,16,0,9.9,2327,804,945,328,27,197
562519,22513,DOORSTOP FOOTBALL DESIGN,3,2011-08-05 12:37:00,3.75,16764.0,United Kingdom,2011-08-05,2011,8,5,4,12,0,11.25,2320,809,482,1285,27,197
562553,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-08-05 16:34:00,4.13,Unknown,United Kingdom,2011-08-05,2011,8,5,4,16,0,4.13,2326,723,917,1705,27,197
562553,22094,RED RETROSPOT TISSUE BOX,1,2011-08-05 16:34:00,2.46,Unknown,United Kingdom,2011-08-05,2011,8,5,4,16,0,2.46,2326,547,1298,1705,27,197
562537,22960,JAM MAKING SET WITH JARS,6,2011-08-05 15:02:00,4.25,12517.0,Germany,2011-08-05,2011,8,5,4,15,0,25.5,2323,1117,815,53,10,197
562464,20701,Unknown Product,-3,2011-08-05 11:31:00,0.20960000000000006,Unknown,United Kingdom,2011-08-05,2011,8,5,4,11,0,-0.0,2319,59,1706,1705,27,197
562558,23147,SINGLE ANTIQUE ROSE HOOK IVORY,12,2011-08-05 16:43:00,1.45,13451.0,United Kingdom,2011-08-05,2011,8,5,4,16,0,17.4,2327,1225,1558,328,27,197
562558,23188,VINTAGE  2 METER FOLDING RULER,4,2011-08-05 16:43:00,1.65,13451.0,United Kingdom,2011-08-05,2011,8,5,4,16,0,6.6,2327,1261,1715,328,27,197
562549,23346,SPACEBOY BEAKER,6,2011-08-05 16:10:00,1.25,17092.0,United Kingdom,2011-08-05,2011,8,5,4,16,0,7.5,2325,1374,1599,1377,27,197
